key,target,source
ftbquests.chapter.mekanism.quests.35.title,&e&l电动泵,&e&lElectric Pump
ftbquests.chapter.mekanism.quests.35.subtitle,抽水机，需要放在液体上方。,The Electric Pump is a powered pump with an internal buffer of 10000mB worth of fluids
ftbquests.chapter.mekanism.quests.35.description.0,默认参数下抽取水时不会消耗下方的水方块，可通过PumpWaterSources项目修改,It can pump any fluid that is covered in the forge fluid dictionary and can be placed on a shoreline and will pump the fluid under it and anything fluid under it.
ftbquests.chapter.mekanism.quests.35.description.2,使用过滤升级可以获取重水（D2O）。仅一个侧面可输入电力，上面输出流体。,"Place the pump 1 block above or adjacent to a source block of any fluid you desire. From then on the pump will collect any source block of the fluid it can find, checking any block it can reach going along all flowing blocks of the liquid. In the end, the pump collects all source blocks originally connected to the block it was placed near. It collects 2000mb/s (100mb/t) of water and 20mb/s (1mb/t) of heavy water for a cost of 100 Jouls per operation (10 Jouls/t)."
ftbquests.chapter.mekanism.quests.35.description.4,当使用旅行者背包 (Traveller's Backpack)模组中的水管shift右键点击该方块时，会导致服务器崩溃,"To collect heavy water, a Filter Upgrade must be installed into the pump."
ftbquests.chapter.mekanism.quests.36.title,&e&l热力蒸馏塔,&e&lThermal Evaporation Plant
ftbquests.chapter.mekanism.quests.36.subtitle,热力蒸馏塔是一个多方块结构,The Thermal Evaporation Plant is a multiblock structure
ftbquests.chapter.mekanism.quests.36.description.0,升温后将水蒸馏为盐水，将盐水蒸馏为液态锂。使用高级太阳能发电机，可以在白天供热；使用电阻加热装置、木料加热器、热力发电机或聚变反应堆，可以全天供热。两种方式可以搭配使用。,"The Thermal Evaporation Plant has purpose of converting Water to Brine, which can be further converted to Lithium by the use of a second Thermal Evaporation Plant."
ftbquests.chapter.mekanism.quests.36.description.2,第一步：使用热力蒸馏方块建出4x4空间大小的底座,"The structure has a 4 by 4 block base with a height of 3 blocks to a maximum height of 18, where the base is made with only Thermal Evaporation Blocks, and the walls contains a Thermal Evaporation Controller, and at least 2 Thermal Evaporation Valves. The structure has no solid roof, and instead can be capped by removing the 4 top corners of the multiblock with Advanced Solar Generators."
ftbquests.chapter.mekanism.quests.36.description.4,第二步：在4x4的侧边上继续堆积热力蒸馏方块(算底座高度为3-18),"The simple version only runs on ambient temperature. For example, if the plant is standing in a desert, the internal temperature and the resulting production is higher compared to if the plant is standing in a snow biome."
ftbquests.chapter.mekanism.quests.36.description.6,第三步：把任意热力蒸馏方块替换为热力蒸馏阀门，热力蒸馏阀门既可以接入升温设备、接入水，还可以导出处理产物(注意热力蒸馏塔的产物都是液体),"The advanced version works independently from the ambient temperature, and achieves much higher temperatures and production rates thanks to the energy of the solar modules. Either version, however, may have heat imported to the structure via Thermodynamic Conductors connected to the Thermal Evaporation Valves. The power from the solar modules of the advanced version is still available when they form part of the structure. If the power from the four solar modules is used in a resistive heater, the heat generated is more than enough to reach the maximum possible evaporation rate (of 1080mB/t) if imported to the structure."
ftbquests.chapter.mekanism.quests.36.description.8,第四步：把任意热力蒸馏方块替换为热力蒸馏控制器，这时会发出红色粒子效果控制器会变亮，说明多方块结构成立,"The structure requires no further external energy source. To start the production of Brine, input Water into the Plant via Basic Mechanical Pipes and Electric Pumps."
ftbquests.chapter.mekanism.quests.36.description.10,"第五步：将任意热力蒸馏阀门直接或通过热导线缆连接木料/电阻加热器给热力蒸馏塔提供热量(可以不进行升温,热力蒸馏塔的速度会只有1mb/t)，如需使用高级太阳能则把最上层边角的热力蒸馏方块替换为高级太阳能发电机  PS：热力发电机热力输出在底面",The produced Brine can be extracted via Basic Mechanical Pipes and the second Thermal Evaporation Valve. To start the extraction the connection between valve and pipe must be configured with a Configurator.
ftbquests.chapter.mekanism.quests.37.title,&e&l盐水,&e&lBrine
ftbquests.chapter.mekanism.quests.37.subtitle,盐水用于矿石精炼过程并产生各种化学品,Brine is used in the ore refining process and to create various chemicals
ftbquests.chapter.mekanism.quests.37.description.0,通过热力蒸馏将水转化为盐水。可电离为氯气和钠蒸汽，也可再次热力蒸馏变为液态锂。,"Liquid Lithium is used in the creation of Tritium, which is used with Deuterium as the Fuel in a Mekanism Fusion Reactor."
ftbquests.chapter.mekanism.quests.37.description.2,热蒸发设备可存储高达 10，000 mB 的盐水，可用储水量为 高度x 64，000mB。,"The Thermal Evaporation Plant can store up to 10,000 mB of brine and the amount of water storage available is height x 64,000mB."
ftbquests.chapter.mekanism.quests.38.title,&e&l液态锂,&e&lLiquid Lithium
ftbquests.chapter.mekanism.quests.38.subtitle,液态锂,Liquid Lithium can be obtained by a Thermal Evaporation Plant using Brine
ftbquests.chapter.mekanism.quests.38.description.0,在热力蒸馏塔中盐化盐水获得。,It is fed into a Rotary Condensentrator to make Lithium which can later be crystallized into Lithium Dust or fed into a Solar Neutron Activator to make Tritium.
ftbquests.chapter.mekanism.quests.38.description.2,氚用于聚变反应堆。您需要10mb的盐水才能产生1mb的液态锂。,Tritium is used in the Fusion Reactor. You need 10mb of Brine to create 1mb of Liquid Lithium.
ftbquests.chapter.mekanism.quests.39.title,&e&l裂变燃料,&e&lFissile Fuel
ftbquests.chapter.mekanism.quests.39.subtitle,裂变燃料由六氟化铀同位素离心获得，或由再处理裂变碎片氧化获得。可作为裂变反应堆的燃料燃烧。,"Fissile Fuel is \""burned\"" in a Fission Reactor to produce Nuclear Waste and heated coolant"
ftbquests.chapter.mekanism.quests.39.description.0,裂变燃料生产链：,Fissile Fuel Production Chain:
ftbquests.chapter.mekanism.quests.39.description.2,1) 将铀矿石精炼成铀锭，最好通过4倍矿石处理流程。,"1) Refine Uranium Ore into Uranium Ingots, preferably by the Tier 4 ore quintupling process."
ftbquests.chapter.mekanism.quests.39.description.4,2) 在富集仓中处理铀锭以生产铀黄饼。,2) Process the Uranium Ingots in an Enrichment Chamber to produce Yellow Cake Uranium.
ftbquests.chapter.mekanism.quests.39.description.6,3) 在化学氧化机中处理铀黄饼以产生氧化铀。,3) Process the Yellow Cake Uranium in a Chemical Oxidizer to produce Uranium Oxide.
ftbquests.chapter.mekanism.quests.39.description.8,4) 在化学溶解室中用硫酸处理萤石以产生氢氟酸。,4) Process Fluorite with Sulfuric Acid (such as from the Tier 4 ore process) in a Chemical Dissolution Chamber to produce Hydrofluoric Acid.
ftbquests.chapter.mekanism.quests.39.description.10,5) 在化学灌注器中将氢氟酸和氧化铀混合在一起，生产六氟化铀。,5) Combine the Hydrofluoric Acid and Uranium Oxide in a Chemical Infuser to produce Uranium Hexafluoride.
ftbquests.chapter.mekanism.quests.39.description.12,6) 在同位素离心机中处理六氟化铀以获得裂变燃料。,6) Process the Uranium Hexafluoride in an Isotopic Centrifuge to get Fissile Fuel.
ftbquests.chapter.mekanism.quests.40.title,&e&l回旋式气液转换机,&e&lRotary Condensentrator
ftbquests.chapter.mekanism.quests.40.subtitle,以1:1凝聚液体，生成气体。简单说就是气液相互转换。,"The Rotary Condensentrator (pronounced \""con-DEN-sen-traitor\"") is used for converting substances between liquid and gaseous forms at a rate of 1:1"
ftbquests.chapter.mekanism.quests.40.description.0,可按左上角的“T”切换操作，默认为凝聚液体模式。当摆放在地面后左端为气体交互端，右端为流体交互端。它本身不会自动输出流体，所以需要用调整器潜行右击加压管道与流体交互端接触的那端为拉取模式。,"It has two modes: Decondensentrating, which turns Liquids into Gases, and Condensentrating, which turns Gases into Liquids."
ftbquests.chapter.mekanism.quests.41.subtitle,由液态锂在回旋式气液转换机内转换得到锂。,Lithium is made by putting Liquid Lithium into a Rotary Condensentrator
ftbquests.chapter.mekanism.quests.41.description.0,锂可用于太阳能中子活化器以产生氚（聚变反应堆的燃料）或放入化学结晶器中以产生锂粉尘（用于感应矩阵储能多方块结构组件的合成材料）。,Lithium can be used in a Solar Neutron Activator to create Tritium (fuel for the Fusion Reactor) or put into a Chemical Crystallizer to produce Lithium Dust (a crafting material used for components of the Induction Matrix energy storage multiblock structure).
ftbquests.chapter.mekanism.quests.42.title,&e&l重水,&e&lHeavy Water
ftbquests.chapter.mekanism.quests.42.subtitle,在水方块上方摆放电动泵后插入过滤升级，即可抽取重水。,Heavy water is produced by an Electric Pump with Filter Upgrade
ftbquests.chapter.mekanism.quests.42.description.0,重水（氧化氘，D2O）是生产氘（聚变反应堆的燃料）的中间步骤.,"Heavy Water (Deuteriumoxide, D2O) is an intermediate step in the production of Deuterium (a fuel for the Fusion Reactor)."
ftbquests.chapter.mekanism.quests.42.description.2,四个电动泵可以维持一个电离分解器的运行,4 Electric Pumps are required to keep an Electrolytic Separator running.
ftbquests.chapter.mekanism.quests.43.title,&e&l太阳能中子活化器,&e&lSolar Neutron Activator
ftbquests.chapter.mekanism.quests.43.subtitle,太阳能中子活化器是一种将太阳的中子辐射引导到其内部储层的机器，允许缓慢产生各种同位素,"The Solar Neutron Activator is a machine that directs the neutron radiation of the sun into its internal reservoir, allowing for the slow creation of various isotopes"
ftbquests.chapter.mekanism.quests.43.description.0,底部输入，正面输出。它不需要能量，只在白天工作，而且机器正上方不能有任何非透明方块阻挡阳光,"The input is at the bottom, the output is at the front. It does not need energy except for direct sunlight which can be intercepted by transparent blocks such as glass, cables, pipes, etc."
ftbquests.chapter.mekanism.quests.44.title,&e&l电解分离器,&e&lElectrolytic Separator
ftbquests.chapter.mekanism.quests.44.subtitle,将液体电解成两种气体的机器，两种气体都可以分别调节“闲置”“排出”“过量排出”。,The Electrolytic Separator sends controlled amounts of direct current into a fluid
ftbquests.chapter.mekanism.quests.44.description.0,闲置情况下，气体会正常产出；过量排出情况下，多于机器缓存的气体会被排出；排出情况下，气体根本不会产生，适于排除一些电解中会产生的杂质气体，比如气态钠。,"The Electrolytic Separator requires a constant supply of power and must have a source of a suitable liquid in order to produce the gases. As the liquid is electrolyzed, the component gases will be stored in its internal tanks. Should either tank fill completely, the Separator will turn off. Connecting a Pressurized Tube or other compatible pipe to both tanks will remove the gas. If you are only using a single gas, selecting \""dump\"" for the unused gas will vent it to the environment, preventing that internal tank from filling completely and stopping the Separator."
ftbquests.chapter.mekanism.quests.45.title,&e&l点火部件,&e&lIgnition Parts
ftbquests.chapter.mekanism.quests.46.title,&e&lD-T 燃料,&e&lD-T Fuel
ftbquests.chapter.mekanism.quests.46.subtitle,它可以用作聚变反应堆的燃料,It can be used as fuel in a Fusion Reactor
ftbquests.chapter.mekanism.quests.46.description.0,D-T燃料是通过在化学灌注器中注入氚和氘而产生的。,D-T Fuel is created by infusing Tritium and Deuterium in a Chemical Infuser.
ftbquests.chapter.mekanism.quests.47.title,&e&l化学灌注器,&e&lChemical Infuser
ftbquests.chapter.mekanism.quests.47.subtitle,化学灌注器将两种气体结合或反应以产生另一种气体,The Chemical Infuser combines or reacts two gases to create another gas
ftbquests.chapter.mekanism.quests.47.description.0,GUI左侧的容器只能由左侧的通道注入气体，右侧同理。无法通过GUI设置各个面的输入输出。Mek V10中，不再有此限制。,"The gas gauges on the left and right side of its GUI are the input tanks, and correspond to correspond with the left and right sides of the machine. The gauge in the middle is for the resulting gas, which likewise is output through the front of the machine."
ftbquests.chapter.mekanism.quests.48.title,&e&l氘,&e&lDeuterium
ftbquests.chapter.mekanism.quests.48.subtitle,使用电解分离器从重水中获得的气体,A gas obtained from Heavy Water using Electrolytic Separator
ftbquests.chapter.mekanism.quests.48.description.0,可以直接用作聚变反应堆中的燃料，或与化学灌注器中的氚结合使用以制造D-T燃料。,Can be used directly as fuel in a Fusion Reactor or combined with Tritium in a Chemical Infuser to make D-T Fuel.
ftbquests.chapter.mekanism.quests.49.title,&e&l氚,&e&lTritium
ftbquests.chapter.mekanism.quests.49.subtitle,氚是通过将锂放入太阳中子活化器中而产生的,Tritium is created by putting Lithium into a Solar Neutron Activator
ftbquests.chapter.mekanism.quests.49.description.0,它可以直接放入聚变反应堆中，也可以与化学灌注器中的氘结合以制造D-T燃料。,It can be put directly into a Fusion Reactor or combined with Deuterium in a Chemical Infuser to make D-T Fuel.
ftbquests.chapter.mekanism.quests.50.title,&e&l聚变反应堆零件,&e&lFusion Reactor Parts
ftbquests.chapter.mekanism.quests.50.description.0,准备这些材料：,Prepare those materials:
ftbquests.chapter.mekanism.quests.50.description.2,- 反应器框架 75x （构建 + 其他反应器部件）,- Reactor Frame 75x (Build + other reactorparts)
ftbquests.chapter.mekanism.quests.50.description.3,- 反应堆端口 2x,- Reactor Port 2x
ftbquests.chapter.mekanism.quests.50.description.4,- 反应控制器 1x,- Reactor Controller 1x
ftbquests.chapter.mekanism.quests.50.description.5,- 强化玻璃 8x,- Reactor Glass 8x
ftbquests.chapter.mekanism.quests.50.description.6,- 激光聚焦矩阵 1x,- Laser Focus Matrix 1x
ftbquests.chapter.mekanism.quests.51.title,&e&l裂变反应堆,&e&lThe Fission Reactor
ftbquests.chapter.mekanism.quests.51.subtitle,裂变反应堆是一种多方块结构，可产生大量热量，但不会自行产生电力。,A Fission Reactor is a multiblock structure that generates massive amounts of heat but does not produce power on its own
ftbquests.chapter.mekanism.quests.51.description.0,.产生多少热量取决于它燃烧裂变燃料的速度。将这种热量转化为动力的唯一方法是将“新鲜”冷却剂注入反应堆，并使用加热的冷却剂产生动力。对于水冷反应堆，电力是通过直接将蒸汽输送到工业涡轮机中来产生的。钠冷反应堆使用热电锅炉作为热交换器来冷却过热的钠并将水加热成蒸汽，然后送往工业涡轮机。,"How much heat is generated depends on the rate at which it burns Fissile Fuel. The only way to transform this heat into power is to inject \""fresh\"" coolant into the reactor and use the heated coolant that comes out to generate power. With water cooled reactors, power is generated by directly piping steam into an Industrial Turbine. Sodium cooled reactors use a Thermoelectric Boiler as a heat-exchanger to cool down the Superheated sodium and heat up water into Steam that is in turn sent to an Industrial Turbine."
ftbquests.chapter.mekanism.quests.51.description.2,- 结构必须是最小尺寸为3x4x3（沿X，Y和Z）的长方体，最大尺寸为18x18x18。,"- The structure must be a cuboid of minimum size 3x4x3 (along X, Y and Z), up to 18x18x18."
ftbquests.chapter.mekanism.quests.51.description.4,- 外壳的边缘必须由裂变反应堆外壳制成。,-The edges of the outer shell must be made of Fission Reactor Casing.
ftbquests.chapter.mekanism.quests.51.description.6,- 外壳的面可以是裂变反应堆外壳，强化玻璃，裂变反应堆接口或裂变反应堆逻辑适配器。,"- The faces of the outer shell can be either Fission Reactor Casing, Reactor Glass, Fission Reactor Port or Fission Reactor Logic Adapter."
ftbquests.chapter.mekanism.quests.51.description.8,- 立方体的内部可以是空气或裂变控制棒：,- The interior of the cube can be either air or fission control rods:
ftbquests.chapter.mekanism.quests.51.description.9,      - 控制杆由1x1块宽的柱子组成，该柱由1至15个裂变燃料组件和顶部的单个控制组件组成。,      - A control rod is formed by a 1x1 block wide column made of 1 to 15 Fission Fuel Assembly and a single Control Assembly at the top.
ftbquests.chapter.mekanism.quests.51.description.10,      - 控制棒不得相互接触。通过将它们放置在棋盘图案中，可以实现最大的控制杆密度。,      - Control rods must not touch each other. Maximum control rod density can be achieved by placing them in a checkerboard pattern.
ftbquests.chapter.mekanism.quests.51.description.12,输出端口必须配置为正确的输出类型，方法是蹲下并用配置器右键单击它们。,Output ports must be configured to the proper output type by crouching and right-clicking them with a Configurator.
ftbquests.chapter.mekanism.quests.52.title,&e&l安全第一！,&e&lSafety First!
ftbquests.chapter.mekanism.quests.52.description.0,可能发生的最糟糕的事情是裂变反应堆崩溃，这在通用机械中会导致大爆炸（真的很大）。然后是超过5个区块半径（即80个方块）的致命辐射，这将持续数周。,"The worst thing that can happen is a core meltdown, which in Mekanism results in a big explosion. Big. Really big. Followed by lethal radiations over a 5 chunks radius (that's 80 blocks) that will last for several in-game weeks."
ftbquests.chapter.mekanism.quests.52.description.2,每个反应堆都应该有一个断路器，在许多情况下，可以防止意外熔毁。这可以通过红石电路（如RS锁存器或边缘检测器）来完成。,"Every reactor should have a circuit breaker that will, in many cases, prevent accidental meltdown. This can be done with redstone circuits like RS-latches or edge-detectors."
ftbquests.chapter.mekanism.quests.52.description.4,有关链接的更多信息，请参见下文：,More information on linke below:
ftbquests.chapter.mekanism.quests.57.title,&e&l核废料,&e&lNuclear Waste
ftbquests.chapter.mekanism.quests.57.subtitle,放射性废料桶用于储存（或作为缓冲）放射性物质,Radioactive Waste Barrels are used to store (or as buffer for) radioactive materials
ftbquests.chapter.mekanism.quests.57.description.0,玩家可以通过蹲下并用空手右击来检查放射性废物桶的存储状态。当桶充满时，会出现绿色辐射粒子（这些只是桶填充率的粗略视觉指标，而不是实际的辐射）。,"The player can check the storage status of Radioactive Waste Barrels by crouching and right-clicking it with an empty hand. Green radiation particles start to appear as a barrel fills up (these are just a rough visual indicator of a barrel's fill ratio, not actual radiations)."
ftbquests.chapter.mekanism.quests.57.description.2,放射性废料桶不能以任何方式移动（活塞，纸板箱等）。此外，由于含有任何放射性废料的桶无法安全破碎，因此安全移动非空桶的唯一方法是在破碎之前将其内容物转移到另一个桶中。这可以通过在拉动模式下将加压管连接到其顶部或底部来完成。,"Radioactive Waste barrels cannot be moved by any means (pistons, cardboard box, etc.). Also because barrels containing any radioactive waste cannot be broken safely, the only way to safely move a non empty barrel is to transfer its contents to another barrel before breaking it. This can be done by connecting a Pressurized Tube to its top or bottom side in pull mode."
ftbquests.chapter.mekanism.quests.57.description.4,即使放射性废物桶具有一定的抗爆炸性，但向它们输送废物的加压管则不是。根据经验，不要让爬行者在裂变反应堆或废物转化或处置装置周围徘徊。,"Even if Radioactive Waste Barrels are somewhat blast resistant, pressurized tubes carrying waste to them are not. As a rule of thumb, do not allow creepers wandering around a fission reactor or waste transformation or disposal units."
ftbquests.chapter.mekanism.quests.58.title,&e&l工业蒸汽涡轮,&e&lThe Industrial Turbine
ftbquests.chapter.mekanism.quests.58.subtitle,工业蒸汽涡轮是一种多块发电机，用于在提供大量蒸汽的情况下产生能量,Industrial Turbine is a multiblock generator used to produce energy if supplied with big quantity of Steam
ftbquests.chapter.mekanism.quests.58.description.0,由于消耗了大量的蒸汽，聚变反应堆是生产它的绝佳方式。,"Because of the enormous quantity of Steam consumed, the Fusion Reactor is an excellent way to produce it."
ftbquests.chapter.mekanism.quests.58.description.1,聚变反应堆单独产生蒸汽，具有供水。蒸汽的产生速率取决于聚变反应堆的燃料输入速率，这使得达到高度生产非常困难。,"Fusion Reactor alone producing Steam by itself, with a Water supply. The Steam production rate depends on the fuel input rate of the Fusion Reactor, making it extremely hard to reach height production."
ftbquests.chapter.mekanism.quests.58.description.3,此外，还需要大量的水来填充聚变反应堆或锅炉。获得足够水的最简单方法是将工业蒸汽涡轮中的蒸汽回收为水。每个涡轮通风口将水推到相邻的水箱或管道。流体输送速率是一大难点。2种流体（水或蒸汽）中的一种可以直接发送到另一台机器，方法是将排出流体的阀门直接放在接收流体的阀门上。另一个需要使用容量有限的管道进行运输。这个问题可以通过使用通用机械管道特性来避免：它们的传输速率是累加的 ,"Moreover, an enormous quantity of Water is needed as well to fill the Fusion Reactor or the Boiler. The easiest way to get enough Water is to recover the Steam from the Industrial Turbine as Water. Each Turbine Vent will push water to an adjacent tank or pipe.Fluid transport rate is a major difficulty. One of the 2 fluids (Water or Steam) can be directly send to the other machine by placing the valve expulsing the fluid directly against the valve receiving it. The other one will need to be transport with pipes that have limited capacities. This problem can be avoid by using Mekanism pipes properties : their transport rate is cumulative."
ftbquests.chapter.mekanism.quests.58.description.5,例如：要输送 3，000，000 mB/t 的水，至少必须将 47 个 终极机械管道（每个管道 64，000 mB/t）连接在一起，即使管道正在形成回路。,"Example : to transport 3,000,000 mB/t of Water, at least 47 Ultimate Mechanical Pipes (64,000 mB/t each) must be connected together, even if the pipes are making loops."
ftbquests.chapter.mekanism.quests.60.title,&e&l加压反应室,&e&lPressurized Reaction Chamber
ftbquests.chapter.mekanism.quests.60.subtitle,加压反应室（PRC）主要用于制造基质（用于制造HDPE颗粒），HDPE颗粒（用于制造HDPE片材）和乙烯（气体燃烧发电机中使用的有效燃料来源）,"The Pressurized Reaction Chamber (PRC) is used primarily to create Substrate (to create HDPE Pellets), HDPE Pellets (to create HDPE Sheets), and Ethylene (an efficient source of fuel used in the Gas-Burning Generator)"
ftbquests.chapter.mekanism.quests.60.description.0,加压反应室接受液体，气体和材料;它使用这三种物质来产生另一种材料和一些剩余的气体。像许多其他通用机械机器一样，它具有可配置的侧面;默认情况下，它接受来自左侧的气体，从背面接受液体，并在右侧输出气体。,"The Pressurized Reaction Chamber accepts a liquid, a gas, and a material(s); it uses these three substances to create another material(s) and some leftover gas. Like many other Mekanism machines, it has configurable sides; by default, it accepts gas from the left, accepts liquid from the back, and outputs gas on the right."
ftbquests.chapter.mekanism.quests.61.title,&e&l辐射 ! ! !,&e&lRadiation ! ! !
ftbquests.chapter.mekanism.quests.62.description.0,在加压反应室（PRC）中由1 x萤石粉尘，1000mB水和1000mB钋（也是1000mB作为副产品产生的废核废料）制成,"Created in Pressurized Reaction Chamber (PRC) from 1 x Fluorite Dust, 1000mB Water and 1000mB Polonium (also 1000mB Spent Nuclear Waste created as side-product)"
ftbquests.chapter.mekanism.quests.63.title,&e&l改造站,&e&lModification Station
ftbquests.chapter.mekanism.quests.63.subtitle,将升级组件装进meka装备。大小为4个方块，底面为2格，高为2格。,The Modification Station is used for applying modular upgrades to the Meka-Suit in exchange for energy
ftbquests.chapter.mekanism.quests.63.description.0,它的功能类似于模块化动力套装mod中的铁砧或动力装甲修补工表。,"A part of the Meka-Suit (which the upgrade is compatible with) is inserted into the station along with the upgrade, resulting in the upgrade being applied to the Meka-Suit."
ftbquests.chapter.mekanism.quests.69.title,&e&l模块单元,&e&lModul Units
ftbquests.chapter.mekanism.quests.69.description.0,模块（或单元）是可以应用于改装站的MekaSuit和Meka工具的升级。,"Modules (or units, as they're called in-game) are upgrades that can be applied to the MekaSuit and the Meka-Tool at a Modification Station."
ftbquests.chapter.mekanism.quests.69.description.2,"每个模块的效果都可以通过按  \""\\\"" (反斜杠)进行调整.","Each module's effects can be tuned by pressing \""\\\"" (backslash)."
ftbquests.chapter.minecolonies.title,&6模拟殖民地,&6MineColonies
ftbquests.chapter.minecolonies.quests.0.title,&a&l欢迎来到你的殖民地！,&a&lWelcome to MineColonies
ftbquests.chapter.minecolonies.quests.0.subtitle,MineColonies是一个可以进行互动的城镇建设建设Mod，允许玩家在MineCraft中创建自己繁荣的城镇。,Minecolonies is an interactive Town building mod that allows you to create your own thriving Town within Minecraft
ftbquests.chapter.minecolonies.quests.0.description.0,它通过为玩家提供不同的可操作选项来创建玩家自己的城市，来增强游戏对于真实生活场景的体验感。Mod拥有许多NPC工人，如：建筑师、工匠、农民、渔民、警卫、军人、矿工、冶炼工、焙烤工、厨师/餐厅、递送员、牧民以及许多未就业人员等，同时也有新附魔：入侵者之终焉。同时Mod拥有这些工人专门的建筑，如：仓库、市民小屋、市政厅等。MineColonies给玩家创造了一个玩法丰富独特的殖民地玩法。,"It depicts real-life scenarios by providing you with different craftable options to build your own Town and enhance your gaming experience. Featuring many NPC workers such as: Builders, Crafters, Farmers, Fishermen, Guards, Barracks, Miners, Smeltery, Baker, Cook/Restuarant, Deliveryman, Animal Herders and many more planned for development. As well as a specialized buildings such as: Warehouse, Citizen Huts and a Townhall. Minecolonies gives you the ability to create a colony as rich and unique as every player"
ftbquests.chapter.minecolonies.quests.0.description.2,玩家可以在游戏里完全掌控应该如何发展玩家的城镇。自己决定你需要多少员工，什么类型的员工，他们将住在哪里，甚至哪一个员工应该在哪一个岗位上。可以根据自己的节奏来创建自己的城镇。玩家自己掌控了城镇的设计与发展的方向，真正实现了自己是设计者、管理员、员工老板。,"You have full control of how to build your Town. You determine how many workers you want or need, what type of workers, where they will live, and hire or fire as you see fit. Creating a Town at your own pace. It is your Town to design and develop, you are the designer, administrator and boss."
ftbquests.chapter.minecolonies.quests.0.description.4,自己的城镇应该得到最高级的安全保障。多建造几个卫兵塔及兵营，用来保护自己的城市免遭怪物和野蛮人不定时造成的伤害。（野蛮人多在夜里出没）给予卫兵们最好的武器以及盔甲。并且要给予你城镇的人们足够的食物。要做到整个城镇不挨饿，你需要建造农场、焙烤师、厨师等，这样就不会再有人挨饿了。,"Your Town deserves the best security you can have. Strategically add Guard Towers or Tower Barracks to protect your Town from hostile mobs and barbarians that will attack on random nights. Give them the best weapons and armour your Town has to offer. They need to be fed well to work and protect it better. Keep a busy farmer to supply the baker and the cook at the restaurant, so no one goes hungry."
ftbquests.chapter.minecolonies.quests.1.title,&a&l补给船或补给车,&a&lThe Supply Ship or Supply Camp
ftbquests.chapter.minecolonies.quests.1.subtitle,第一步：补给船/补给车,Step 1: Supply Camp/Supply Ship
ftbquests.chapter.minecolonies.quests.1.description.0,正常情况下你需要先合成/获得一个补给营地/补给船，将其放置在任意符合条件的位置上，你将会会在里面获得建筑权杖和市政厅；在你提前找好的场地上放下市政厅，右键市政厅选择建立殖民地,"Once you have chosen a location for your colony, you must place a Supply Ship or Supply Camp. You can only place one of these per world. The Supply Camp/Ship gives you the Town Hall block you need to officially start your colony. They also have some other supplies you may need during the building of your colony. Once you have the Town Hall block and the build tool, the remaining camp/ship is just decoration. You can leave it or tear it down."
ftbquests.chapter.minecolonies.quests.1.description.2,拿着补给船右击放置在一处宽阔的水域内，会生成一艘船。船外面的箱子有市政厅和建筑工具，船内的床可供玩家跳过夜晚，而船内的箱子都是空的。,"Before you place the Supply Camp, you need to have a large enough flat, clear piece of land that is as large as the camp area."
ftbquests.chapter.minecolonies.quests.1.description.4,拿着补给车右击放置后会生成一个营地，有多种不同建筑风格的营地。营地内一般有工作台、熔炉、床等，部分建筑风格会有营火。,"For the Supply Ship, you need an area of water at least one block larger than the build area. Not all Camps or Ships are the same size."
ftbquests.chapter.minecolonies.quests.2.title,&a&l镇中心,&a&lThe Town Hall
ftbquests.chapter.minecolonies.quests.2.subtitle,Step 2: 镇中心,Step 2: Town Hall
ftbquests.chapter.minecolonies.quests.2.description.0,市政厅方块可以通过合成得到，但只能在在补给营地或补给船处获得后合成，也可以在创造模式获得。当首次用建筑权杖放置市政厅时会取得进度：开始你劳苦的一生。,"The Town Hall block is what actually creates the colony. It also functions as the center of it. This is where you start using the build tool to place buildings. Using the build tool ensures you can see exactly where the building will be, which direction it will face, and if it is at the right Y level (some buildings need to be raised to the correct Y level)."
ftbquests.chapter.minecolonies.quests.2.description.2,你想要放置你的市政厅之前，你要仔细观察附近的地形，可能会包括山脉、丘陵、湖泊、海洋、洞穴、世界生成的建筑等。因为一旦市政厅被放置，你的殖民地的领地范围是半径为8个区块（不包括市政厅功能方块所在区块），竖直方向从基岩到最高层的的正方形。,Make sure you scout your area carefully before you decide where you want to place your Town Hall. Your colony will start with a 4 chunk radius (4 chunks in each direction) from the Town Hall block. Make sure this is where you want your colony to be.
ftbquests.chapter.minecolonies.quests.3.title,&a&l建筑工,&a&lThe Builder
ftbquests.chapter.minecolonies.quests.3.subtitle,Step 3: 建筑小屋,Step 3: Builder’s Hut
ftbquests.chapter.minecolonies.quests.3.description.0,在任何功能性建筑物建造之前，你必须制作一个建筑师小屋，并且使用你的建筑工具来放置这个建筑。一旦这个建筑物建筑完成，你可以选择一名属性较高（智慧、力量）的员工来工作。,"Before anything can be built, you need a Builder. The Builder must build their own Builder’s Hut before building any other huts, and they cannot build or upgrade a hut to a higher level than their own hut level."
